Name,Cost_for_2,Address,About,Type,Facilities,Contact,Cuisine,Latitude,Longitude,Stars,Vote_Count,Review_Count
Pizza Fun,6000,"Radisson Blu, District Centre, Outer Ring Road Paschim Vihar Near Overhead Tank West Delhi 110063","The Theatre Club and Lounge is an amazing fine dining restaurant and lounge located in Radisson Blu Paschim Vihar, Delhi. The place has a beautiful and elegant ambiance and offers an extensive menu which caters to all. The high-end multi-cuisine menu is in line with the tastes and preferences of the diners and serves a variety of delicious North Indian, Chinese, and Continental delicacies. The Theatre Club and Lounge is the perfect place for people who are specific about the superior quality of food and services. Read less","Fine Dining, Buffet, Dineout Pay, Nightlife, Curfew","['Smoking Area', 'Air Conditioned', 'Wifi', 'Valet Available', 'Parking', 'Cards Accepted', 'Dance Floor', 'Outdoor Seating', 'Private Dining Available']",08668440341,"['Multi-Cuisine,', 'North', 'Indian,', 'Chinese,', 'Continental']",28.667309,77.091530,4.6,2,2
Sky Route,500,"P 10, Ground Floor Sector 18 Near IDBI Bank Noida 201301","Cafe 18 is a quick service cafe located in Sector 18, Noida. The cafe has a simple ambience and an outdoor seating area. Cafe 18 serves tasty Fast Food delights that too at pocket-friendly rates. It also delivers freshly cooked food at one's doorstep. The cafe is a favourite hangout place among students. It stands near IDBI Bank. Read less","Breakfast, Dineout Pay, QSR","['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Outdoor Seating']",09811351161,"['Fast', 'Food']",28.568508,77.324964,3,2,0
GoGourmet,900,"Worldmark 1, Food Capital, IGI Airport Aerocity Near Aerocity Metro Station South Delhi 110037","Pizza Hut is the leading affordable casual dining restaurant brand in India and was the first international restaurant chain to pioneer this category in India. The restaurant brand offers an eclectic menu consisting of its signature pizzas, appetizers, pasta, desserts, and beverages. The place is known for its trademark dine-in services that they provide. There are about 138 outlets located across the country and this one is located in Worldmark 1, Delhi Aerocity. Read less","QSR, Food Court, Curfew","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-39883988,"['Pizza,', 'Italian']",28.550476,77.121943,4.5,8,2
Wow! Momo,2000,"World Mark 2, 02, Ground Floor, Asset Area No.8, Hospitality District Aerocity Next To MUFG Bank South Delhi 110037","The Beer Café is India's largest beer chain and hosts a light, cheery setting that has a variety of beer collection and spoils you for choice. This place is an instant hit among people who like to have meetings or conversations over a glass of beer. The speciality restaurant also hosts sumptuous North Indian and Italian cuisines for big time foodies. It is an ideal place for people who look for a budget-friendly place but at the same time cannot compromise on taste and fine quality of food that The Beer Café promises to offer. The Outlet is located in Worldmark 2, Aerocity, South Delhi. Read less","Lounge, Cafe, Curfew","['Smoking Area', 'Air Conditioned', 'Lift', 'Valet Available', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Amex Accepted', 'Serves Wine', 'Full Bar Available', 'Outdoor Seating', 'Screening', 'Wallet Accepted']",011-42433236,"['Finger', 'Food,', 'North', 'Indian,', 'Italian']",28.551652,77.122109,4.2,72,14
No_Name,3000,"Radisson Noida, Block C Sector 55 Near Community Center Sector 55 Noida 201307","Ni Hao is a specialty dining restaurant that serves Asian cuisine with utmost dedication and with multiple options matches the expectations of the diners. The beautiful ambiance of the place and a comfortable seating melt your heart in no time. The diligent staff makes sure you are provided with quick services. The fine dining restaurant hosts a lavish bar that is full of signature drinks. Ni Hao comes under the big name of Radisson Hotels. It is located at Radisson Noida, Sector 55, Noida and the nearest landmark is State Bank of India Branch. Read less","5 Star, Fine Dining, Luxury Dining, Curfew","['Pecking Duck with Pancake, Barbecue Duck, Stir Fried Lobster with Honey Chilli and Cilantro, Assorted Dimsum Basket, Steamed Fish Cake with Almond, Stir Fried Prawn with Scallop in X.O Sauce, Warm Melting Chocolate Cake, Fried Ice Cream']",0120-4678888,"['Chinese,', 'Asian,', 'Seafood']",28.604153,77.350059,4.5,35,9
The Bawarchi,300,"M-6, Ground Floor, Block-M, Guru Ravidas Marg Kalkaji Near Vijay Sales South Delhi 110019","Chai Shots as the name suggest is a popular place to enjoy good tea along with several fast food dishes. The menu is simple and modest, which offers a wide variety of tea that can easily lighten your mood. Chai Shots has an interesting ambiance that allows you to stay a little longer. The staff serving at this place is efficient and professional. This place is very reasonable and is located at Kalkaji South Delhi near Vijay Sales Delhi. Read less","Breakfast, Dineout Pay, QSR, Curfew","['Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",09711999411,"['Tea,', 'Fast', 'Food']",28.538095,77.259522,1,1,1
The Small House Cafe,2600,"Lemon Tree Premier, Ground Floor, Asset No. 6, IGI Airport Aerocity Near Aerocity Metro Station South Delhi 110037","Republic of Noodles is a place for people who very specific about the superior quality of food and service. A beautiful, luxurious and elegant ambiance will surely make your visit worthwhile. Republic of Noodles is located in Lemon Tree Premier hotel. The restaurant offers an array of treats that are as unique as their ambiance and décor.Every dish in their Pan-Asian menu is of the finest taste and is served to diners after a 24x7 fine work that Chefs put in. The Premium menu is in line with people of varied tastes and preferences. The kind and courteous staff will add on to the overall dining experience and all diners will surely have a great time. Read less",Curfew,"['Wok Flashed Thai Garlic Prawns, Banana Leaf Wrapped Grilled Fish in Balinese Spices, Fish in Homemade Roasted Chili Paste, Laotian Curry Chicken With Long Beans And Shitake, Tofu And Vegetables Penang Curry With Peanuts, Bangkok Style Phad Thai With Flat Rice Noodles And Wok Seared Prawns, MHAD Noodles- RON Special Chili Coriander Noodles With Minced Chicken, Water Chestnut Rubies And Longan in Coconut milk']",011-44232323,"['Asian,', 'Thai,', 'Vietnamese,', 'Indonesian']",28.551594,77.120535,4.5,64,7
Barbeque Nation,2100,"ibis New Delhi, Ground Floor, Asset 9, IGI Airport Aerocity Near Aerocity Metro Station South Delhi 110037",Spice It is a specialty restaurant that is located in Aerocity. It is a place for people who like to stick to their favorite cuisine and do not like to experiment much. Spice It respects their choice by offering well-prepared and mouth-watering North Indian cuisine. The place also holds a subtle ambiance and makes sure you land up at the same place when it comes to having your favorite cuisine in the most authentic form. The nearest landmark is Near Aerocity Metro Station. Read less,"5 Star, Breakfast, Buffet, Luxury Dining, Lunch Buffet, Dinner Buffet, Dineout Pay, Breakfast Buffet, Casual Dining, Safe To Eat Out, Contactless Dining, Delhi Operational","['Thin-crust Pizza, Local Street Food, Delicious Biryanis, Signature Spice It Salad, Healthy Grilled Salmon, Chocolava Tiramisu']",08376902565,"['North', 'Indian,', 'Chinese,', 'Continental']",28.55083,77.123068,3.7,89,19
Dragonfly Experience,1700,"Metro Walk Mall, 1st Floor, Sector 10 Rohini Near Rithala Metro Station North Delhi 110085","Pind Balluchi is a popular chain of restaurants that serve Indian cuisine from the province of Punjab which is known for its spicy indulgence and the rich aroma. The various ingredients and rich gravy preparation provide a soul-satisfying taste to the diners. Pind Balluchi has a spacious and elegant ambience and is ideal for Indian food eaters who like spending quality time with families who are equally in love with authentic Indian curry dishes. The beverages are made to quench the thirst. The restaurant is fashioned in the style of a grand village courtyard, complete with a banyan tree and overhead lighting giving it an alfresco feel. Pind Balluchi provides one of a kind experience for all food lovers. The outlet is located in Metro Walk Mall in Rohini, North Delhi. Read less","Dineout Pay, Casual Dining, Restobar, Delhi Operational","['Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Amex Accepted', 'Full Bar Available', 'Wallet Accepted']",011-47553530,"['North', 'Indian,', 'Mughlai']",28.723937,77.113767,4,398,86
Healthy Chef,500,"487/1, Ground Floor, Peeragarhi Paschim Vihar Near IPD College West Delhi 110063",No_About,"Pure Veg, Dineout Pay, QSR, Curfew","['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",011-25250088,"['Fast', 'Food,', 'Pizza']",28.678875,77.094215,5,1,0
The Theatre Club and Lounge,600,"J-93, Ground Floor, Main Market Rajouri Garden Below BIBA Showroom West Delhi 110027",No_About,"Dineout Pay, QSR","['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-47580858,"['Chinese,', 'Fast', 'Food']",28.64513,77.121011,,0,0
Cafe 18,500,"Ring Road Mall, SG 33, Mangalam Place, Sector 3 Rohini Near Kotak Mahindra Bank North Delhi 110085",No_About,"Pure Veg, Dineout Pay, QSR, Curfew","['Home Delivery', 'Cards Accepted', 'Seating Not Available', 'Wallet Accepted']",07290031875,"['Waffle,', 'Desserts']",28.697979,77.116160,3,1,0
Pizza Hut,1500,"Hotel Shanti Palace, A-67, Ground Floor, National Highway 8 Mahipalpur Near IGI Airport South Delhi 110032","Tripti Restaurant & Bar gives you a warm treatment that makes it the most preferred places in the area. You would be awed at the distinct flavors of the recipes. The casual dining restaurant is a place to taste amazing dishes in North Indian, Chinese, Continental, and Mughlai cuisines. The decently-priced menu unleashes the born appetite in you. The place also has a screening facility. Tripti Restaurant & Bar is located in Hotel Shanti Palace, Mahipalpur, South Delhi and stands nearby IGI Airport. Read less","Dineout Pay, Casual Dining, Curfew","['Smoking Area', 'Air Conditioned', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Amex Accepted', 'Screening']",011-26781271,"['North', 'Indian,', 'Chinese,', 'Continental,', 'Mughlai']",28.548993,77.127571,3.6,5,2
The Beer Cafe,700,"Vasant Square Mall, 29, Ground Floor, Pocket 5 Vasant Kunj Near Fortis Hospital South Delhi 110070","Biryani Blues is a chain of casual dining restaurants specializing in not just offering the best biryani, but, an array of traditional Nizami dishes. Every dish they serve is heavily influenced by Mughlai, Turkish, and Arabic style of cooking. The various ingredients used and the authentic spices and herbs of Andhra and Marathwada cuisines provide a gratifying taste to the diners. The place offers an economical menu along with nice and simple seating area. Biryani Blues has its outlets spread in the country. This outlet is located in Vasant Square Mall in Vasant Kunj, Delhi. Read less","Dineout Pay, QSR","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",08010801000,"['Biryani,', 'Hyderabadi']",28.525074,77.156986,4.3,12,2
Ni Hao,1500,"La Sapphire Hotel, A-23, NH 8 Mahipalpur Near Shyam Departmental Store South Delhi 110037","Moti Mahal Delux is a popular chain of restaurants that serve Indian cuisine which is known for its spicy indulgence and the rich aroma. The various ingredients and rich gravy preparation provide a relishing taste to the diners. The restaurant is known for its inventive flavor combinations or by the finesse of Mughlai cooking. The outlet is located in La-Sapphire Hotel in Mahipalpur, Delhi. Moti Mahal Delux has a spacious and elegant ambiance and is ideal for Indian food eaters who like spending quality time with families who are equally in love with authentic Indian curry dishes. The beverages are offered to quench the thirst. Moti Mahal Delux brings to you the choicest of Indian, Chinese and Continental food in a lively distinct ambiance, beautiful décor and a buzzing atmosphere that makes this one of the most pleasant places complemented with cordial service, making it a memorable experience. Read less","Dineout Pay, Casual Dining, Curfew","['Air Conditioned', 'Wifi', 'Home Delivery', 'Parking', 'Cards Accepted']",011-26781575,"['North', 'Indian,', 'Chinese,', 'Mughlai']",28.547124,77.125235,4.1,8,3
Chai Shots,2500,"Radisson Noida, Lobby Level, Block C Sector 55 Near Community Center Sector 55 Noida 201307","Ethyl is a fine dining lounge that serves quintessential Finger Food and Continental cuisines. It is an ideal place to meet with your friends or colleagues or to arrange for meetings and conversations. Ethyl has a cozy, elegant, and awesome ambiance with comfortable seating. The high-end menu serves sumptuous food, specialty cocktails, and an accommodating staff promise to give you a worthwhile experience. Ethyl has carved a niche for itself and is a perfect place for family gathering and events. Located in Radisson Noida in Sector 55, Ethyl is a perfect place for executive gatherings and friendly conversations. Read less","5 Star, Happy Hours, Luxury Dining, Bar, LGBTQIA, Delhi Operational","['Bloody Mary, Martini, Screwdiver, Old Fashioned, Long Island Iced Tea']",09999722262,"['Finger', 'Food']",28.604405,77.349881,5,13,3
Republic of Noodles,300,"Shop 49, J Block, Community Centre Rajouri Garden Near West Delhi 110027","Momo Nation Cafe is the ideal destination for delicious fast food. Located in TDI Paragon Mall, Rajouri Garden, the restaurant serves a variety of Chinese and Tibetan fast food delicacies. It offers a line of momos, sandwiches, noodles, and beverages in its menu. Serviced by a team of professional staff, Momo Nation Cafe also offers home delivery services to its customers, making it the most preferred spots for quick services and fast food. The food is quite affordable here. Read less",QSR,No_Facilities,07669015158,"['Chinese,', 'Tibetan']",28.651712,77.121213,,0,0
No_Name,1200,"Park Ascent Hotel, Ground Floor, Noida-Khoda Road Sector 62 Opposite IIM Lucknow Noida 201301","Malt-N-Brew is one of the best resto bars and lounges in Noida. This is the perfect place for people to enjoy the nightlife as well as to spend some chilled out evenings with their friends and loved ones. Malt-N-Brew serves a range of finger food items from their multi-cuisine menu along with an array of drinks and fine spirits from their eclectic bar menu. The additional feature is the outdoor seating area available there. The lounge is located on the ground floor of Park Ascent Hotel in Sector 62, Noida. For all music lovers who like to move and groove, Malt-N-Brew is the best place to be. Read less","Lounge, Safe To Eat Out, Delhi Operational","['Smoking Area', 'Air Conditioned', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Amex Accepted', 'Full Bar Available', 'Screening']",No_Contact,"['Finger', 'Food']",28.623309,77.354764,4.3,16,5
Spice It,400,"PVR Priya Complex, Shop No. 3, Basant Lok Market, Munirka Marg Vasant Vihar Near Benetton Store South Delhi 110057",No_About,"Dineout Pay, QSR, Future Vouchers, Curfew",No_Facilities,011-65178337,"['Fast', 'Food']",28.557449,77.163241,,0,0
Pind Balluchi,400,"44, J Block Sector 18 Near Wave Mall Noida 201301","Hurry’s Paratha is a quick-service food joint which is gaining popularity with every passing day for its “pizza paratha”. As unusual as it sounds, it tastes just as good. They offer a wide range of these pizza parathas in all flavours imaginable, along with the regular stuffed ones, with a dollop of butter swaying on the flatbread and some mint chutney to go with it. It is a tiny kiosk which offers both takeaway and home delivery. Hurry’s Paratha is located in Sector 18, Noida. Read less","Breakfast, Dineout Pay, QSR, Late Night Delivery","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",09749494934,"['North', 'Indian,', 'Pizza']",28.568178,77.324019,2.5,2,0
Pizzallo,700,"L-92/226, Street Number 7, Block F Mahipalpur Near Labour Chowk South Delhi 110037","Pizza Yum is a quick-service restaurant situated in Mahipalpur, South Delhi. The Italian cuisine place is known for its yummy varieties of cheese burst Pizza, garlic bread, pasta, and choco lava cake. One can get the most affordable and delicious Pizza from this joint. Pizza Yum is an ideal spot to satiate one's cravings. Read less","QSR, Curfew",No_Facilities,09911368686,"['Italian,', 'Pizza']",28.543826,77.123833,5,2,0
The Momoz Hub,400,"Shop 5, Food Capital, Lower Ground Floor, Worldmark 1 Aerocity Near Credit Agricole Corporate & Investment Bank South Delhi 110037",No_About,"Pure Veg, Dineout Pay, QSR, Contactless Dining, Delhi Operational","['Home Delivery', 'Cards Accepted', 'Outdoor Seating']",011- 41047794,"['Desserts,', 'Doughnuts']",28.550299,77.121802,3.9,27,6
New York Waffle and Dinges,500,"89, Bhera Enclave Paschim Vihar Near Punjab National Bank West Delhi 110087",No_About,"Breakfast, Dineout Pay, QSR, Bakery, Delhi Operational","['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",09968346972,"['Fast', 'Food,', 'Bakery', 'and', 'Confectionary,', 'Desserts']",28.673656,77.089945,5,1,0
Tripti Restaurant & Bar,1000,"Hotel P.K. Residency, B-2 Sector 27 Noida 201301","If you are craving for sumptuous North Indian and Mughlai cuisines, then you need to visit Wakhra Swag By Mafia Kitchen. This casual dining restaurant located in sector 27, Noida is famous for its ravishing food. As soon as you enter the restaurant, you will be greeted with the aroma of hearty Mughlai meals. The restaurant serves you with the well-cooked and aromatic food that stands out for its unique, flavorful taste. From the minute you walk into the restaurant you will be accorded with friendly services from the staff. Moreover, the delicious food at Wakhra Swag By Mafia Kitchen will surely leave you asking for more. Read less",Casual Dining,No_Facilities,08588960417,"['North', 'Indian,', 'Mughlai']",28.573752,77.331394,3,1,1
No_Name,600,"TDI Paragon Mall, Shivaji Place, Vishal Enclave, Ground Floor Rajouri Garden Near Pearl Academy West Delhi 110027","Momo Nation Cafe is the ideal destination for delicious fast food. Located in Rajouri Garden, the restaurant serves a variety of Chinese and Tibetan fast food delicacies. It offers a line of momos, sandwiches, noodles, and beverages in its menu. Serviced by a team of professional staff, Momo Nation Cafe also offers home delivery services to its customers, making it the most preferred spots for quick services and fast food. Read less","Dineout Pay, QSR","['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",09958675599,"['Chinese,', 'Tibetan']",28.651844,77.120921,,0,0
Biryani Blues,600,"Worldmark 1, Level-2, Food Capital, IGI Airport Aerocity Near Aerocity Metro Station South Delhi 110037","Chicago Pizza is a chain of pizza places with the pizza-by-the-slice concept offering large sized slices and provide the option of 'building your own slice'. The huge and scrumptious pizzas by the slice are available in a variety of toppings! Their recipe is homemade and the toppings are always fresh and delicious. The outlet is located in Worldmark 1, IGI Airport, Aerocity, Delhi. The place serves the best kind of pizzas by slices and is for people who are big time pizza lovers. Read less",QSR,"['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-40533229,"['Pizza,', 'Italian']",28.550558,77.121936,3.9,6,1
Moti Mahal Delux,300,Jwala Heri Market Paschim Vihar Opposite ARSS Mall West Delhi 110063,"If you want to fight your cravings with some juicy kebabs, rolls, starters, and typical Indian dishes, try Jaiveer Naan & Chaap. A great quick bite spot, is a popular spot for its tasty food. A perfect blend of herbs, spices, and taste that surprises your mood to the next level. You will have a great time at this restaurant and has an extensive menu of delightful dishes. Jaiveer Naan & Chaap is an ultimate spot in Paschim Vihar, West Delhi, with great customer service & amazing quality food. Enjoy a lavish dining experience with affordable pricing. Read less","Pure Veg, Dineout Pay, QSR","['Home Delivery', 'Seating Not Available', 'Wallet Accepted']",09873926315,"['North', 'Indian,', 'Fast', 'Food']",28.668633,77.100969,2.3,4,0
Ethyl,500,"A 46, Block A Sector 57 Noida 201307","Temptations Bakery Café located in Sector 57 Noida is known for its specialty bakery items, sandwiches, and wraps. It has an amazing option for bakery items that are induced with mouth-watering flavors and aromas. The ambiance of this place is quite scintillating and lively. Temptations Bakery Café is a popular spot for kids too, and they can’t resist delving into the luscious dishes over here. Read less","Dineout Pay, QSR, Curfew",No_Facilities,09999467467,"['Fast', 'Food']",28.603318,77.353732,4.9,10,4
Momo Nation Cafe,400,"Vasant Arcade, Shop No 9, Ground Floor Vasant Kunj Near ICICI Bank South Delhi 110070",No_About,"QSR, Curfew",No_Facilities,09199990314,"['Fast', 'Food,', 'Tibetan']",28.533649,77.151976,3,1,0
Malt-N-Brew,1200,"Aditya City Centre, Ground Floor, Vaibhav Khand Indirapuram Near Axis Bank Ghaziabad 201010","Cinnamon Kitchen is a Casual Dining restaurant that serves North Indian and Chinese cuisine using the best ingredients, mastered by trained Chefs in a lively setting and fine ambience & service. Gourmet food of Mughal -era with its intricate spices and elaborate preparation is a discerning diner's delight, diverse and flavourful authentic Chinese cuisine demands a mastered art of the right sauces and spice in each delicacy that they serve at Cinnamon Kitchen. It is located in Aditya City Centre, Indirapuram, Ghaziabad. Read less","Dineout Pay, Casual Dining, Delhi Operational","['Air Conditioned', 'Wifi', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Amex Accepted', 'Full Bar Available', 'Screening', 'Wallet Accepted']",08800310031,"['North', 'Indian,', 'Chinese,', 'Mughlai']",28.638704,77.361795,4.2,214,57
The Kathi's,1200,"Community Center, Plot A-1, Mangolpuri Industrial Area Phase-II, Road No-43 Pitampura Near Mongolpuri Fire Station North Delhi 110034",No_About,"Breakfast, Dineout Pay, Casual Dining, Curfew","['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",08687000081,"['North', 'Indian,', 'Chinese,', 'Continental']",28.687043,77.102076,3.6,3,0
Hurry's Paratha,200,"Select CityWalk Mall, Food Court, Saket District Centre, Sector 6, Pushp Vihar Saket Near District Court Saket South Delhi 110017","Kulfiano is a popular chain of ice cream parlors serving a wide variety of kulfi flavors. Kulfiano provides most hygienic & natural traditional kulfis with genuine Indian taste. It provides special pure natural fruits kulfis. The menu is affordable and offers a wide variety of options. This outlet of Kulfiano is located in Saket, South Delhi. Read less","Pure Veg, Dineout Pay, QSR, Food Court","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",09711201601,"['Desserts,', 'Ice', 'Cream']",28.529377,77.219447,1,1,0
Pizza Yum,2000,Ascent Biz Hotel Sector 62 Near Father Agnel School Noida 201309,"The Stonefire Bar-be-Que is located in Ascent Biz Hotel in Sector 62, Noida and is the best place for all those people who want to try something different from a regular conventional dishes and are bar-be-que lovers with that special deviation for smoked food. The affordable menu has this wide variety of smoky dishes and desserts and is a perfect place to go for all occasions and gatherings. It is the rich and luxuriant place to have a supercilious dining time. The authenticity of dishes served here, the great atmosphere and soothing mood created by live music and refreshing drinks is impeccable to make your leisure time lavishly enjoyable and full of flavor. A completely one of a kind experience for food lovers. Read less","Breakfast, Buffet, Lunch Buffet, Dinner Buffet, Dineout Pay, Breakfast Buffet, Casual Dining, Curfew","['Air Conditioned', 'Wifi', 'Valet Available', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Amex Accepted', 'Full Bar Available', 'Barbeque and Grill', 'Screening', 'Wallet Accepted']",0120-6720000,"['North', 'Indian,', 'Continental,', 'Oriental']",28.621676,77.355014,4.2,322,67
Krispy Kreme,300,"DLF City Centre Mall, Ground Floor, Shaheed Udham Singh Marg Shalimar Bagh Near Bharat Petrol Pump North Delhi 110088","Tibbs Frankie is a chain of quick-service restaurants offering a variety delicious fast food items and especially a wide variety of flavorsome rolls. Their spicy non-veg side orders or delectable burgers are sure to satiate one's cravings. The place has an economical menu which serves people of different age-groups. Tibbs Frankie is the perfect place to have a quick bite. The restaurant is located in DLF City Center Mall, Shalimar Bagh, North Delhi. Read less","Dineout Pay, QSR, Curfew",No_Facilities,011-47566219,"['Fast', 'Food']",28.702836,77.158391,,0,0
The Cake Mistri,300,"Pacific Mall, Food Court, 2nd Floor Subhash Nagar Near Muthoot Fincorp Limited West Delhi 110018","Menchie's frozen yogurt is a quick service restaurant and a flavorsome yogurt delight shop, exclusively for customers who are nutrition-conscious. It is a renowned dessert parlor, delivering natural flavored, divine color & exceptionally customized yogurt treat. The shop is a pretty good option for people looking to enjoy a healthy and sweet-savory yogurt experience. The shop is extremely careful of hygiene & offers top-quality yogurts at a fair price. The staff here is extremely vigilant & takes care of its customers in the most courteous manner. Menchie's Frozen Yogurt in Subhash Nagar, West Delhi is a true retreat to suffice your sweet craving with a healthy, nutritious serving. Read less","Dineout Pay, QSR, Food Court, Curfew","['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",08527099614,"['Ice', 'Cream,', 'Desserts']",28.635264,77.117509,,0,0
Wakhra Swag By Mafia Kitchen,1000,"Deepak Plaza, G-2, D.C Chowk Rohini Near Bsnl Telephone Exchange North Delhi 110085","Tikka Junction is a chain of quick service joints offering various different types of rolls and other fast food items. The place is known to serve some of the best shawarma rolls and tikkas and that too at economical prices. This quick service joint is the perfect place for people to fill up their evening appetites. Additional features here are outdoor seating and home delivery facility. The economical menu and mouth-watering tikkas make this place likeable by one and all. Tikka Junction has various outlets located in and around the city. This outlet is located at Deepak Plaza, Rohini. Read less","QSR, Curfew","['Home Delivery', 'Parking', 'Take Away', 'Wallet Accepted']",07291917373,"['North', 'Indian,', 'Chinese']",28.718437,77.125555,4.4,6,0
Momo Nation Cafe,400,"Pacific Mall,2nd Floor Sahibabad Near Anand Vihar Bus Stand Ghaziabad 201010",No_About,"QSR, Food Court, Curfew",No_Facilities,09830744776,"['Fast', 'Food,', 'Tibetan']",28.646657,77.320053,,0,0
Chicago Pizza,500,"Vardhaman Plaza, G-13, 14, Bhera Enclave Paschim Vihar Near State Bank of India West Delhi 110087",No_About,"Dineout Pay, QSR","['Home Delivery', 'Parking', 'Wallet Accepted']",011-45533314,"['North', 'Indian,', 'Chinese']",28.672788,77.088416,5,1,0
Jaiveer Naan & Chaap,700,"4, Ground Floor, Amenity Block 1, B 2, IT/ITeS Park, Candor, TechSpace, Block B, Industrial Area Sector 62 Near Barclays Office Noida 201309","GoGourmet is a chain of Quick service restaurant that serves Health Food items for people who are not keen on junk food and are strict about their diet. The outlet serves amazing items in Health Food at budget-friendly prices and becomes your ideal meeting point with a circle of friends. The pleasant ambiance lightens your mood in no time. GoGourmet also provides a breakfast section paired up with a takeaway facility. It is located in Sector 62, Noida. Read less","Breakfast, Dineout Pay, QSR, Vegan, Gluten free, Curfew","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",09205575841,"['Health', 'Food,', 'Juice']",28.62078,77.356534,4.4,14,0
Temptations Bakery Cafe,700,"A1/324, Pocket 1, Sector 6 Road Rohini Near Indian Pentacostal Church North Delhi 110085","If your taste buds are most satisfied by Mughal cuisine, then New Lazeez is a restaurant you must visit. Its menu consists of the choicest biryanis, curries, rolls and tandoori dishes. The most surprising thing about New Lazeez is the fact that it offers Chinese dishes as well, with favourites such as fried rice, noodles, and chilly chicken being on the menu. The air-conditioned restaurant has a comfortable ambience. As New Lazeez is a quick service restaurant, you can expect quick service. The polite staffs make you feel at home as soon as you step in. Visit this restaurant in Rohini North Delhi to savour the best Mughali food. Read less","QSR, Fast Casual Dining","['Air Conditioned', 'Home Delivery']",No_Contact,"['North', 'Indian,', 'Chinese']",28.707916,77.110830,5,1,0
Wow! Momo,500,"H Block Market, Shop No 38, 1st Floor Sarita Vihar Above Apollo Pharmacy South Delhi 110076",Southy is a chain of restaurants specializing in South Indian cuisine. The place offers delicious South Indian dishes from their economical menu. The various herbs and spices and the rich preparations provide a soul-satisfying taste to the diners. Southy has outlets spread across the city. This outlet is located in Sarita Vihar and the nearest landmark is Deepak Color Lab. Read less,"Breakfast, Pure Veg, QSR, Curfew","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",011-40505959,"['South', 'Indian']",28.534906,77.291243,3,4,2
Cinnamon Kitchen,600,"260/13-14, Sector 16 Vasundhara Near Maharaja Agrasen Chowk Ghaziabad 201012","GreeNox is a Health food Cafe that aims at serving delicious and wholesome meals to all the fitness freaks who love to eat. The cafe offers an array of dishes for the diners to engage in a guilt-free indulgence and eat to their fill. Greenox, apart from serving tasty health food also offers shakes and mocktails, spoiling one for choice. The cafe has a brief and exclusive menu which is economic and not heavy on pocket. GreeNox is located in Vasundhara, Ghaziabad and the nearest landmark is Maharaja Agrasen Chowk. Read less","Breakfast, Dineout Pay, QSR, Late Night Delivery, Curfew",No_Facilities,07078548120,"['Health', 'Food,', 'Fast', 'Food']",28.653791,77.355465,4.6,2,1
Kocktails and Kurries,500,"3-4, Ground Floor, BN-Block Market, LSC Shalimar Bagh Near Bank Of Baroda North Delhi 110088",No_About,"Pure Veg, Dineout Pay, QSR",No_Facilities,011-47058500,"['Street', 'Food,', 'Mithai,', 'North', 'Indian,', 'Chinese,', 'South', 'Indian']",28.706721,77.162917,,0,0
Kulfiano,800,"DDA Market, Shop No 16, Ground Floor Anand Vihar Near Gupta Stationery East Delhi 110092","Dial n Dine is an exciting quick service restaurant for food lovers. The menu offers a wide range of options for health-conscious people as well as for those who wish to eat until their hearts and tummies are satisfied. For people who wish to get a taste of multiple delicacies, their thali is a great option. All the dishes on the menu are fairly priced. The food when served is well presented that makes the experience more worthwhile. Overall, an ideal restaurant for friendly outings. Dial n Dine is located in the Anand Vihar area of East Delhi. Read less","Dineout Pay, QSR, Curfew",No_Facilities,011-43520767,"['North', 'Indian,', 'Chinese']",28.660255,77.316961,,0,0
